Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Loại bìa,Số trang,Nhà xuất bản,Ngày xuất bản,Kích thước,Phương thức giao hàng Seller Delivery,Bookcare,Dịch Giả,Ngôn ngữ,ISBN-13,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Sản phẩm có được bảo hành không?,Hình thức bảo hành,Thời gian bảo hành,Chất liệu,Phiên bản sách,ISBN-10
Cuộc đời và sự nghiệp Đại tướng Võ Nguyên Giáp,256000,256000,256000,"Đại tướng Võ Nguyên Giáp là nhà lãnh đạo có uy tín lớn của Đảng, Nhà nước và nhân dân ta; người học trò xuất sắc và gần gũi của Chủ tịch Hồ Chí Minh; người chiến sĩ cách mạng kiên trung; vị Đại tướng ...",9,0,0,0.0,0,N/A,Trung tâm giới thiệu sách Thành phố Hồ Chí Minh,Bìa cứng,392,Nhà Xuất Bản Hồng Đức,,,,,,,,,,,,,,,,
Đạo Phật Của Tuổi Trẻ ,125000,139000,139000,"Đạo Phật Của Tuổi Trẻ Đạo Phật của tuổi trẻ là tổng hợp các bài giảng của Sư ông Thích Nhất Hạnh cho Gia đình Phật tử Việt Nam tại Hoa Kỳ trong các khóa tu năm 1997, 1998, và 1999 tại chùa Vạn Hạnh, ...",2,14000,10,0.0,0,N/A,Thái Hà,Bìa mềm,376,Nhà Xuất Bản Thế Giới,2016-10-05 00:00:00,15.5 x 24 cm,,,,,,,,,,,,,,
48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),152000,200000,200000,"Quyền lực có sức hấp dẫn vô cùng mạnh mẽ đối với con người trong mọi thời, ở mọi nơi, với mọi giai tầng. Lịch sử xét cho cùng là cuộc đấu tranh triền miên để giành cho bằng được quyền lực cai trị của ...",727,48000,24,4.8,82,Robert Greene,NXB Trẻ,,,NXB Trẻ,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Luật Nhà Ở Và Văn Bản Hướng Dẫn Thi Hành,270000,450000,450000," Ngày 27-11- 2023 tại Kỳ họp thứ 6, Quốc hội khóa XV thông qua Luật Nhà ở số 27/2023/QH15. Luật Nhà ở năm 2023 gồm 13 Chương và 198 Điều với nhiều quy định mới về quản lý, phát triển nhà ở, siết ch...",6,180000,40,0.0,0,Thu Phương,CÔNG TY TNHH TMDV SÁCH LUẬT VIỆT,Bìa mềm,475,Nhà Xuất Bản Lao Động,2024-08-09 21:57:41,,,,,,,,,,,,,,,
LỮ KHÁCH VEN ĐƯỜNG - Tâm An,79000,118000,118000,"LỮ KHÁCH VEN ĐƯỜNG Mỗi một người bước đến cuộc đời mình đều có ý nghĩa và giá trị khác nhau. Họ như là một lữ khách, dù cho có ở lại với mình đến hết cuộc đời hay không. Tâm An cũng vậy, cậu luôn ch...",157,39000,33,4.7,14,Tâm An,SBOOKS,Bìa mềm,208,Nhà Xuất Bản Văn Học,2022-04-07 10:26:08,,,,,,,,,,,,,,,
Ánh Sao Bên Tôi - Tập 1,131250,175000,175000,"Tử Tinh và Tư Nam là đôi bạn thân từ nhỏ, nhưng lại giống như hai cực nam châm trái dấu. Tử Tinh hoạt bát, tinh nghịch, tươi sáng như ánh sao lấp lánh. Còn cậu bạn thân Tư Nam, lại mang vẻ ngoài điềm ...",56,43750,25,5.0,4,Khuyển Nhất,Daisy Comics,Bìa mềm,224,Nhà Xuất Bản Văn Học,2025-06-16 00:00:00,14.5 x 20.5cm,,Có,Nguyễn Thảo Nguyên,,,,,,,,,,,
Sống cuộc đời giàu có nhất của bạn (Robin Sharma),146000,200000,200000,"Xã hội ngày nay đã nhồi vào tâm trí chúng ta một định nghĩa thành công nông cạn: một kiểu thành công mà dù có đạt được nó bạn cũng không bao giờ thấy thỏa mãn, mà thậm chí còn rơi vào trạng thái bức b...",182,54000,27,5.0,5,Robin Sharma,NXB Trẻ,Bìa mềm,496,NXB Trẻ,2025-05-19 00:00:00,19*26.4,,,Thiên Kim - Thanh Trâm - Vân Trình,,,,,,,,,,,
Sách - Búp Sen Xanh - Bìa Cứng - Tặng Kèm Obi + Postcard Hành Trình Cứu Nước - Độc Quyền Fahasa,99000,110000,110000,"Búp Sen Xanh“Búp Sen Xanh” là cuốn tiểu thuyết nổi tiếng nhất của nhà văn Sơn Tùng - người đã dành trọn cuộc đời m.ình để viết về Bác Hồ và các vị anh hùng, những nhà cách mạng lỗi lạc của dân tộc. T...",402,11000,10,4.8,49,Sơn Tùng,Nhà Xuất Bản Kim Đồng,Bìa mềm,,Nhà Xuất Bản Kim Đồng,2023-12-21 14:00:00,,Nhà bán giao hàng cho khách hàng,,,Tiếng Việt,,,,,,,,,,
Tư duy dã tràng - Tim trí giao tranh,120000,160000,160000,"Cuốn sách là viên gạch nối chúng ta với nhau, với xã hội chung quanh, với môi trường toàn cầu, tạo nên một thói quen mà chúng ta đã mất đi hoặc chưa bao giờ có: đó là khả năng lập luận, khả năng minh ...",333,40000,25,5.0,15,Phan Văn Trường,NXB Trẻ,Bìa mềm,332,NXB Trẻ,2025-04-24 00:00:00,"19,3 x 23,5 cm",,,,,,,,,,,,,,
Sách - Dtpbooks - Bộ đề thi thử Tuyển sinh lớp 10,89000,89000,89000,Bộ sách chinh phục kỳ thi tuyển sinh 10:- Trọn bộ 18 đề thi thử TUYỂN SINH LỚP 10 năm 2025-2026- Viết theo Khung CT bộ GD & ĐT và tiệm cận tốt nhất với đề các Sở Giáo dục và Đào tạo trên cả nước...,17,0,0,5.0,1,nhieu tac gia,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Bìa mềm,,Nhà Xuất Bản Đại Học Huế,2025-04-10 14:17:32,,,,,,9786044898148,,,,,,,,,
Combo 2 Cuốn Sách Về Thiền: Thực Hành Thiền Định + Thiền - Osho,214000,214000,214000,1. Thực Hành Thiền ĐịnhNếu như học thiền là một con đường mà ngay cả các bậc cao minh nhất đã theo đuổi trong suốt cuộc đời của họ thì thực hành thiền trong cuộc sống hàng ngày sẽ làm thay đổi cách n...,0,0,0,0.0,0,N/A,Thái Hà,,,Nhà Xuất Bản Hà Nội,,,,,,,,,,,,,,,,
Premier League (Lịch sử giải ngoại hạng Anh và sự phát triển của chiến thuật bóng đá),276750,276750,276750,"Cuốn sách này kể lại lịch sử Premier League - giải Ngoại hạng Anh - giải đấu ra đời từ mùa bóng 1992-1993, là giải vô địch bóng đá hạng cao nhất tại nước Anh, quê hương của bóng đá. Không chỉ tường th...",1,0,0,5.0,1,Michael Cox,DT Books,Bìa mềm,611,Nhà Xuất Bản Đà Nẵng,2023-04-30 15:25:07,,,,,,,,,,,,,,,
Kính lúp đọc sách cỡ lớn Carson DM-11 MagniSheet - Hàng chính hãng,316000,316000,316000,Mẫu DM-11 MagniSheet của Carson Optical là một kính lúp hình chữ nhật phù hợp khi xem toàn trang. Thiết bị lúp này được trang bị thấu kính Fresnel cho độ phóng đại gấp 2 lần và viền đen. DM-11 MagniSh...,54,0,0,4.2,15,N/A,,,,,,,,,,,,Carson,China,Mỹ,Có,Phiếu bảo hành,12 Tháng,,,
"Sách Data Analysis Chính Hãng, Bộ 2 Cuốn Từ Cơ Bản Đến Nâng Cao, Có Tặng Kèm Video Hướng Dẫn",379000,536000,536000,THÔNG TIN SẢN PHẨM- Sách Tự Tin Chinh Phục Data Analysis Ứng Dụng Thực Tế Thành Thạo Sau 30 Ngày sẽ giúp bạn Nắm vững Quy trình phân tích và Tư duy làm việc với dữ liệu. Thành thạo các phần mềm/ c...,168,157000,29,4.2,16,"
Christian Stang",Nhà Xuất Bản Dân Trí,Bìa cứng,232,Nhà Xuất Bản Dân Trí,2024-07-04 11:32:54,,,,,,,,,,,,,,,
"Thiệp tình yêu, Valentine, tỏ tình, SDstationery Nắng Mưa, hình mây cầu vòng dễ thương, vuông 12x12 cm",23000,23000,23000,"Thiệp tình yêu NẮNG MƯA của SDstationery mang hình minh họa dễ thương, kết hợp cùng câu thơ thả thính thông minh, dí dỏm, là sứ giả tuyệt vời để bạn gửi tâm tư đến crush hay người yêu các dịp Valentin...",0,0,0,0.0,0,N/A,,,,,,,,,,,,SDstationery,Việt Nam,Việt Nam,Không,,,Giấy mỹ thuật 300gsm,,
"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",125200,189000,189000,"Tuân Tử nói: “Nói năng hợp lý, đó gọi là hiểu biết; im lặng đúng lúc, đó cũng là hiểu biết”. Ngôn ngữ là thứ có thể thể hiện rõ nhất mức độ tu dưỡng của một người, nói năng hợp lý là một loại trí tuệ,...",8956,63800,34,4.8,431,Trương Tiếu Hằng,1980 Books,Bìa mềm,450,Nhà Xuất Bản Thanh Niên,2022-12-12 00:00:00,"13x20,5cm",,,Trần Ngọc Lâm,,,,,,,,,,Phiên bản thường,
Khi Mọi Điều Không Như Ý,76300,109000,109000,"Bạn đã bao giờ cảm thấy như cuộc sống liên tục thử thách bạn, khiến bạn phải không ngừng vật lộn để vượt qua những khó khăn và thất bại bất ngờ?Từ nỗi mất mát, đau khổ và cô đơn của những trải nghiệm...",1176,32700,30,5.0,42,Hae Min,Nhã Nam,Bìa mềm,240,Nhà Xuất Bản Thế Giới,2025-03-01 00:00:00,14 x 20.5 x 1.5 cm,,,,,,,,,,,,,,
"Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",99000,120000,120000,"Tôi cảm thấy trên đời này có rất nhiều thứ thật lấn cấn.Người ta cho rằng chuyện mở tiệm bán bánh mì phải chấp nhận làm lụng vất vả đầu tắt mặt tối, lấy số lượng bù cho biên lợi nhuận thấp là lẽ thư...",1431,21000,18,4.8,52,Hirata Haruka,Ecoblader,Bìa mềm,168,Nhà Xuất Bản Kinh Tế TPHCM,2024-03-12 00:00:00,14.5 x 20.5 cm,,,,,,,,,,,,,,
Không Gia Đình (Tái Bản),103000,160000,160000,""" Ngày hôm nay, cái ngày phiêu bạt đầu tiên, đã rất tồi tệ, vậy thì ngày mai sẽ ra sao đây? Tôi đói, tôi khát, và chỉ còn lại ba xu trong túi. Cho dù có ra sức thò tay vào túi mà xoa nắn chúng, th...",1011,57000,36,5.0,152,Hector Malot,Huy Hoàng Bookstore,Bìa mềm,612,Nhà Xuất Bản Văn Học,2021-11-01 00:00:00,16 x 24 cm,,,Như Phong,,,,,,,,,,Phiên bản thường,
Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,145100,219000,219000,"Giới thiệu sáchCó câu nói rằng “Để biết được nơi bạn đang đi đến, bạn phải biết rõ nơi bạn đã từng ở”. Muốn có một tương lai chắc chắn, bạn phải hiểu rõ bản thân mình ở hiện tại và cần lập kế hoạch r...",539,73900,34,4.5,22,Morgan Housel,1980 Books,Bìa mềm,408,Nhà Xuất Bản Công Thương,,13x20.5cm,,Có,Hoàng Thị Minh Phúc,,,,,,,,,,,
Băng xóa A Pokemon PLUS,20000,20000,20000, Tên Nhà Cung Cấp: Công ty TNHH Công Nghiệp PLUS Việt NamThương Hiệu: PlusXuất Xứ Thương Hiệu: Thương Hiệu NhậtNơi Gia Công & Sản Xuất: Trung Quốc/Việt NamKích thước: 6.9x1.5x3.1cmTrọng lư...,56,0,0,5.0,2,N/A,,,,,,,,,,,,Plus,Nhật Bản,Việt Nam,Không,,,Nhựa,,
Truyện Ehon bé 3-4-5 tuổi - Bộ 4 cuốn Phát triển sáng tạo,194000,194000,194000," COMBO 4 CUỐN EHON “PHÁT TRIỂN SÁNG TẠO”Khi con bạn không cần phải ""học giỏi"", mà cần học cách nghĩ khác “Bé nhà mình nhanh nhẹn, hoạt bát, nhưng mỗi lần hỏi một chút tình huống lắt léo thì bé chỉ c...",80,0,0,5.0,12,Gomi Taro,Công ty TNHH More Production Việt Nam,Bìa mềm,140,Nhà Xuất Bản Kim Đồng,,,,,,Tiếng Việt,,,,,,,,,,
Combo 3 cuốn: CẢM ƠN CON + Tặng Kèm Poster An Toàn Cho Con ( Bộ sách kích thích thị giác nội dung tình cảm dành cho cả gia đình),116500,116500,116500,Giới thiệu sáchCombo 3 cuốn: CẢM ƠN CON + Tặng Kèm Poster An Toàn Cho Con ( Bộ sách kích thích thị giác nội dung tình cảm dành cho cả gia đình)Hình ảnh đen -trắng và xám trung gian giúp kích thích ...,401,0,0,5.0,27,N/A,Wabooks,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,,,,Tiếng Việt,,,,,,,,,,
Combo Sách Osho - Đàn Ông + Đàn Bà + Ươm Mầm,303300,337000,337000,"1. ĐÀN ÔNGBạn thật may mắn khi được sống trong thời đại này bởi có một điều vô cùng vĩ đại sắp xảy ra – đó là sự gặp gỡ giữa khoa học và tôn giáo, sự gặp gỡ giữa Đông và Tây, sự gặp gỡ giữa hướng ngoạ...",2,33700,10,0.0,0,N/A,Thái Hà Book,,,Nhà Xuất Bản Hà Nội,,,,,,,,,,,,,,,,
Lịch sử trang phục thế giới,264000,329000,329000,"""Lịch Sử Trang Phục Thế Giới""**Hành Trình Thời Trang Qua Các Thời Đại**Từ những hình vẽ mờ nhạt trên hang động thời tiền sử đến trang phục cổ đại Ai Cập, cuốn sách ""Lịch Sử Trang Phục Thế Giới"" khám...",7,65000,20,3.0,1,N/A,Công ty cổ phần đầu tư phát triển Trường Phương,,324,Nhà Xuất Bản Mỹ Thuật,,,,,,,,,,,,,,,,
Chat GPT Thực Chiến,104780,169000,169000,"Trong thời đại hiện nay, tất cả những ai không muốn bị tụt hậu đều cần học về các công cụ AI, đặc biệt là biết cách sử dụng công cụ AI trong thực tế. Nếu nắm vững các kiến thức xoay quanh các công cụ ...",2936,64220,38,4.7,167,Dịch Dương,1980 Books,Bìa mềm,263,Nhà Xuất Bản Dân Trí,2024-07-01 00:00:00,13 x 20.5 cm,,Có,Huyền Trang,,,,,,,,,,,
Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,129200,195000,195000,"Trong cuộc chiến thu hút khách hàng, các doanh nghiệp đầu tư hàng triệu đô la để cải thiện trải nghiệm của khách hàng. Họ giao hàng nhanh hơn, tung ra các sản phẩm mới và không ngừng cải tiến giao diệ...",2362,65800,34,4.7,72,Tiffani Bova,1980 Books,Bìa mềm,358,Nhà Xuất Bản Dân Trí,2024-06-01 00:00:00,"13 x 20,5cm",,Có,Trương Anh Tuấn,,,,,,,,,,,
Rèn Luyện Tư Duy Phản Biện,92100,139000,139000,"Như bạn có thể thấy, chìa khóa để trở thành một người có tư duy phản biện tốt chính là sự tự nhận thức. Bạn cần phải đánh giá trung thực những điều trước đây bạn nghĩ là đúng, cũng như quá trình suy n...",30770,46900,34,4.8,4831,Albert Rutherford,1980 Books,Bìa mềm,204,Nhà Xuất Bản Phụ Nữ,2019-12-01 00:00:00,13 x 19 cm,,,Nguyễn Ngọc Anh,,,,,,,,,,Phiên bản thường,
SÁCH SƠ CỨU 360 - Cẩm nang tri thức sơ cứu và xử lý mọi tình huống ( sản phẩm chính hãng),190000,250000,250000,"Cuốn sách bao gồm: 11 chương giúp bạn nắm được những kiến thức để trở thành người sơ cấp cứu, giúp đỡ được bản thân và những người xung quanh khi gặp những tai nạn thương tích. Chủ đề 1: Trở thành ngư...",438,60000,24,4.7,21,N/A,Nhà Xuất Bản Lao Động,,,Nhà Xuất Bản Lao Động,,,,,,,,,,,,,,,,
Con Đường Chẳng Mấy Ai Đi,109000,165000,165000,Con Đường Chẳng Mấy Ai Đi:Có lẽ không quyển sách nào trong thế kỷ này có tác động sâu sắc đến đời sống trí tuệ và tinh thần của chúng ta hơn Con Đường Chẳng Mấy Ai Đi. Với doanh số trên 10 triệu bản ...,3643,56000,34,5.0,196,M. Scott Peck,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,344,Nhà Xuất Bản Dân Trí,2024-01-01 00:00:00,14.5x20.5cm,,Có,Lâm Đặng Cam Thảo &amp; Lê Hoàng Thạch,,,,,,,,,,,
Tâm Lý Học Về Tiền,125200,189000,189000,"Tiền bạc có ở khắp mọi nơi, nó ảnh hưởng đến tất cả chúng ta, và khiến phần lớn chúng ta bối rối. Mọi người nghĩ về nó theo những cách hơi khác nhau một chút. Nó mang lại những bài học có thể được áp ...",27772,63800,34,4.8,3714,Morgan Housel,1980 Books,Bìa mềm,384,Nhà Xuất Bản Dân Trí,2021-01-01 00:00:00,13 x 20.5 cm,,,Hoàng Thị Minh Phúc,,,,,,,,,,Phiên bản thường,
Hiểu Về Bản Chất Con Người - Lý Luận Của Bậc Thầy Tâm Thần Học,70350,105000,105000,"Khi không thể tìm kiếm được hạnh phúc, chúng ta thường có xu hướng tin rằng cuộc sống con người được sắp đặt bởi số phận. Có những người sinh ra đã ở vạch đích; còn cuộc sống chúng ta thì chỉ toàn là ...",1151,34650,33,4.8,68,Alfred Adler,I Love Books,Bìa mềm,216,Nhà Xuất Bản Thanh Niên,2023-12-30 00:00:00,"15,7x24cm",,Có,Thước Lâm,,,,,,,,,,,
Trốn Lên Mái Nhà Để Khóc,63650,95000,95000,"TRỐN LÊN MÁI NHÀ ĐỂ KHÓC Bản Đặc BIệt Tặng Kèm Sổ Thơ + Bookmark Những cơn gió heo may len lỏi vào từng góc phố nhỏ, mùa thu về gợi nhớ bao yêu thương đong đầy, bao xúc cảm dịu dàng của ký ức. Đó là...",2308,31350,33,5.0,130,Lam,Skybooks,Bìa mềm,208,Nhà Xuất Bản Dân Trí,,12x20 cm,,,,,,,,,,,,,,
Đúng Việc,89000,125000,125000,"Đúng Việc - Một Góc Nhìn Về Câu Chuyện Khai Minh“Đúng Việc” là con đường cho mọi đổi thay có tính cách mạng của cá nhân, gia đình, tổ chức và quốc gia. Sách “Đúng Việc” đề cập đến những vấn đề căn cơ...",16518,36000,29,5.0,941,Giản Tư Trung,Viện Quản lý PACE,Bìa cứng,328,Nhà Xuất Bản Tri Thức,2023-08-17 00:00:00,<p>12x20 cm</p>,,,,,,,,,,,,,Phiên bản thường,
Giải mã Hoóc-môn Dopamine,128700,198000,198000,GIẢI MÃ HOÓC-MÔN DOPAMIN“Anna Lembke thật sự thấu hiểu trải nghiệm mà tôi thường nghe trong phòng trị liệu – nơi giao thoa giữa những cơn nghiện hiện đại và bản năng nguyên thủy của bộ não con người...,4017,69300,35,5.0,269,Anna Lembke,Saigon Books,,348,Nhà Xuất Bản Thế Giới,2023-05-23 00:00:00,14 x 20.5 cm,,,Lâm Đặng Cam Thảo,,,,,,,,,,Phiên bản thường,
Búp Sen Xanh,50000,72000,72000,"Búp Sen XanhGiới thiệu tác giảNhà văn Sơn Tùng, sinh năm 1928 tại Diễn Châu, Nghệ An. Ông được Nhà nước phong tặng danh hiệu Anh hùng Lao động thời kì đổi mới, năm 2011. Ông là nhà văn Việt Nam với...",3326,22000,31,5.0,219,Sơn Tùng,NXB Kim Đồng,Bìa cứng,444,Nhà Xuất Bản Kim Đồng,2023-05-11 00:00:00,13x19,,,,Tiếng Việt,,,,,,,,,Phiên bản thường,
Hai số phận (bìa cứng),152000,235000,235000,"Hai số phận” không chỉ đơn thuần là một cuốn tiểu thuyết, đây có thể xem là ""thánh kinh"" cho những người đọc và suy ngẫm, những ai không dễ dãi, không chấp nhận lối mòn.“Hai số phận” làm rung động mọ...",2336,83000,35,5.0,310,Jeffrey Archer,Huy Hoàng Bookstore,Bìa cứng,768,Nhà Xuất Bản Văn Học,2023-03-14 00:00:00,13.5 x 20.5 cm,,,Nguyễn Việt Hải,,,,,,,,,,Phiên bản thường,
Giải Trí Đến Chết,118600,179000,179000,"“Tác phẩm kinh điển bán chạy nhất của bậc thầy Neil Postman, một bậc thầy về nghiên cứu văn hóa truyền thông.’’- Tại sao bây giờ những công việc liên quan đến giải trí lại kiếm được khá nhiều ?- Tại...",1285,60400,34,4.8,96,Neil Postman,1980 Books,Bìa mềm,336,Nhà Xuất Bản Lao Động,2023-01-01 00:00:00,"13x20,5cm",,,Nhung Nguyễn,,,,,,,,,,Phiên bản thường,
Bookmark kẹp sách giấy cứng,2000,2000,2000, Bookmark thẻ đánh dấu sách sáng tạo  Số lượng: 1 thẻKích thước: 4 * 15cmChất liệu: GiấyTrọng lượng: 65gNăm phát hành : 2021...,9626,0,0,3.0,2,N/A,1980 Books,,,Nhà Xuất Bản Thanh Niên,,,,,,,,,,,,,,,,
Sổ Tay 1980books,35280,49000,49000,"GIỚI THIỆU SỔ Sổ tay xé 2022 là dòng sổ đặc trưng do 1980 Books sản xuất, để gửi tặng đến quý độc giả thân yêu đã và đang ủng hộ chúng mình. Sản phẩm được thiết kế với những gam màu rực rỡ cùng hình...",743,13720,28,0.0,0,N/A,1980 Books,,,Nhà Xuất Bản Thanh Niên,,,,,,,,,,,,,,,,
Định luật Murphy – Mọi bí mật tâm lý thao túng cuộc đời bạn,79730,119000,119000,"Nếu một điều tồi tệ có thể xảy ra, nó sẽ xảy ra!Khi một món đồ quan trọng bị rơi, nó có xu hướng lăn tới dưới ngăn tủ nặng nhất.Khi hai tay bạn cầm đầy đồ đạc, mũi bạn bắt đầu ngứa.Khi bạn sợ gặp m...",8114,39270,33,4.8,601,Từ Thính Phong,Skybooks,Bìa mềm,280,Nhà Xuất Bản Thế Giới,2022-12-01 00:00:00,14 x 20.5 cm,,,Hà Dung,,,,,,,,,,Phiên bản thường,
Người Đàn Ông Mang Tên Ove (Tái Bản 2022),121000,160000,160000,Một vài câu nói nổi tiếng của Fredrik Backman:“People don’t change. They just get better at hiding who they really are.”Con người không thay đổi. Họ chỉ ngày càng giỏi hơn trong việc che giấu con ng...,5034,39000,24,5.0,405,Fredrik Backman,NXB Trẻ,Bìa mềm,452,NXB Trẻ,2022-11-11 00:00:00,13x20.5cm,,,Hoàng Anh,,,,,,,,,,Phiên bản thường,
Bốn Thỏa Ước,84500,130000,130000,"BỐN THỎA ƯỚCBí quyết sống tự do, bình an, hạnh phúc giữa thế giới bất địnhdon Miguel Ruiz - Hậu duệ của người Toltec cổ xưaHàng ngàn năm trước, người Toltec nổi tiếng khắp miền Nam Mexico là những ...",3856,45500,35,5.0,237,Don Miguel Ruiz,Saigon Books,Bìa mềm,190,Nhà Xuất Bản Dân Trí,2022-01-01 00:00:00,13 x 19 cm,,,Nguyễn Phi Vân,,,,,,,,,,Phiên bản thường,
Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),140000,189000,189000,"“Habits are the compound interest of self-improvement. The same way that money multiplies through compound interest, the effects of your habits multiply as you repeat them. They seem to make little d...",10911,49000,26,4.8,836,James Clear,Phương Nam Book,Bìa mềm,385,Nhà Xuất Bản Thế Giới,2022-03-03 00:00:00,14 x 20.5 cm,,,Vũ Phi Yên - Trần Quỳnh Như,,,,,,,,,,Phiên bản thường,
Flow - Dòng Chảy,155040,228000,228000,"“FLOW - DÒNG CHẢY”Dành cho những ai muốn tối ưu khả năng tập trung để tìm kiếm sự gắn kết trong công việc, hướng đến sự viên mãn, và hạnh phúc trong mọi trải nghiệm cuộc sống.Có bao giờ bạn hoàn toà...",8466,72960,32,5.0,743,Mihaly Csikszentmihalyi,First News - Trí Việt,Bìa gập,556,Nhà Xuất Bản Dân Trí,2021-11-01 00:00:00,14.5 x 20.5 cm,,,Huỳnh Hiếu Thuận,,,,,,,,,,Phiên bản thường,
"Deep Work - Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",111100,159000,159000,"Đã bao giờ bạn ngồi xuống để làm việc và sau đó, không hề nhận ra mình lại kết thúc bằng việc dành một (vài) tiếng đồng hồ lướt Youtube, Facebook, tin tức? Tất cả chúng ta đều đã từng làm vậy. Có vẻ ...",3132,47900,30,4.7,291,Cal Newport,Alphabooks,Bìa mềm,352,Nhà Xuất Bản Công Thương,2021-05-01 00:00:00,13 x 20.5 cm,,,Mai Anh,,,,,,,,,,Phiên bản thường,
Cây Cam Ngọt Của Tôi,85300,108000,108000,“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng số một tác phẩm kinh điển của Brazil.”- Booklist“Một cách nhìn cuộc sống gần như hoàn chỉnh t...,4947,22700,21,5.0,654,José Mauro de Vasconcelos,Nhã Nam,Bìa mềm,244,Nhà Xuất Bản Hội Nhà Văn,,14 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,"Nguyễn Bích Lan , Tô Yến Ly",,,,,,,,,,,
Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,124000,248000,248000,Thay Đổi Cuộc Sống Với Nhân Số HọcCuốn sách Thay đổi cuộc sống với Nhân số học là tác phẩm được chị Lê Đỗ Quỳnh Hương phát triển từ tác phẩm gốc “The Complete Book of Numerology” của tiến sỹ David A....,32463,124000,50,4.8,5285,David A. Phillips,First News - Trí Việt,Bìa gập,342,Nhà Xuất Bản Tổng hợp TP.HCM,2020-10-01 00:00:00,16 x 24 cm,,,Lê Đỗ Quỳnh Hương,,,,,,,,,,Phiên bản thường,
Nhà Giả Kim (Tái Bản 2020),62400,79000,79000,"Sơ lược về tác phẩmTất cả những trải nghiệm trong chuyến phiêu du theo đuổi vận mệnh của mình đã giúp Santiago thấu hiểu được ý nghĩa sâu xa nhất của hạnh phúc, hòa hợp với vũ trụ và con người.Tiểu ...",5052,16600,21,5.0,1015,Paulo Coelho,Nhã Nam,Bìa mềm,228,Nhà Xuất Bản Hà Nội,2020-04-01 00:00:00,13 x 21 cm,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),152000,200000,200000,"Quyền lực có sức hấp dẫn vô cùng mạnh mẽ đối với con người trong mọi thời, ở mọi nơi, với mọi giai tầng. Lịch sử xét cho cùng là cuộc đấu tranh triền miên để giành cho bằng được quyền lực cai trị của ...",727,48000,24,4.8,82,Robert Greene,NXB Trẻ,,,NXB Trẻ,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
