Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Ngày xuất bản,Loại bìa,Phương thức giao hàng Seller Delivery,Nhà xuất bản,Phiên bản sách,Kích thước,Dịch Giả,Số trang,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Chất liệu,Sản phẩm có được bảo hành không?,Bookcare,Ngôn ngữ
Dế Mèn Phiêu Lưu Ký (Tái Bản),41500,50000,50000,"Dế Mèn Phiêu Lưu Ký (Tái Bản 2019)Ấn bản minh họa màu đặc biệt của Dế Mèn phiêu lưu ký, với phần tranh ruột được in hai màu xanh - đen ấn tượng, gợi không khí đồng thoại.“Một con dế đã từ tay ông th...",918,8500,17,5.0,133,Tô Hoài,Nhà Xuất Bản Kim Đồng,2019-01-01 10:58:04,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,<p>13 x 19 cm</p>,,144,,,,,,,
Yêu Những Điều Không Hoàn Hảo,118300,169000,169000,"Yêu Những Điều Không Hoàn HảoĐại đức Hae Min sinh ra và lớn lên tại Hàn Quốc. Sau khi hoàn thành bằng Thạc sĩ Tôn giáo học đối chiếu ở Đại học Havard và Tiến sĩ Tôn giáo học ở Đại học Princeton, ông ...",42494,50700,30,5.0,4033,Hae Min,Nhã Nam,2018-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,14 x 20.5 cm,Nguyễn Việt Tú Anh,300,,,,,,,
Sách - 50 Đề Minh Họa Tốt Nghiệp THPT 2025 - Môn Tiếng Anh,150000,200000,200000,"    50 Đề Minh Họa Tốt Nghiệp THPT 2025 - Môn Tiếng Anh   - Bản luyện đề trắc nghiệm 2025 theo định dạng mới nhất của bộ Giáo Dục.   - Các câu hỏi được thiết kế theo định hướng đánh giá năng lực,...",19,50000,25,5.0,3,Trang Anh,Aladanh,2023-12-21 14:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Dân Trí,,,,,,,,,,,
"Túi giấy SDstationery Enjoy Every Moment 13.5x13.5 đựng quà, phụ kiện, mỹ phẩm, họa tiết hoa màu hồng ép kim trẻ trung",18000,18000,18000,"Túi giấy Enjoy Every Moment với thiết kế trang nhã, thích hợp dùng làm túi quà sinh nhật, túi quà tặng sự kiện, túi đựng trang sức, dùng cho các shop phụ kiện, mỹ phẩm…Làm từ giấy chất lượng cao cực ...",133,0,0,5.0,3,N/A,,,,,,,,,,SDstationery,Việt Nam,Việt Nam,<p>Giấy Kraft 150gsm</p>,Không,,
Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,136000,195000,195000,"Trong cuộc chiến thu hút khách hàng, các doanh nghiệp đầu tư hàng triệu đô la để cải thiện trải nghiệm của khách hàng. Họ giao hàng nhanh hơn, tung ra các sản phẩm mới và không ngừng cải tiến giao diệ...",2333,59000,30,4.7,72,Tiffani Bova,1980 Books,2024-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,"13 x 20,5cm",Trương Anh Tuấn,358,,,,,,Có,
Những Quy Luật Của Bản Chất Con Người,246000,300000,300000,"Robert Greene, tác giả rất được ưa chuộng do New York Times bình chọn của các tác phẩm 48 nguyên tắc chủ chốt của quyền lực; 33 chiến lược của chiến tranh; Nghệ thuật quyến rũ; Ng...",1185,54000,18,4.8,196,Robert Greene,NXB Trẻ,2020-05-22 11:17:19,Bìa mềm,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,15.5x23cm,,884,,,,,,,
Lý Thuyết Trò Chơi,121500,179000,179000,"LÝ THUYẾT TRÒ CHƠIĐời người giống như trò chơi, mỗi bước đều phải cân nhắc xem đi như thế nào, đi về đâu, phải kết hợp nhiều yếu tố lại chúng ta mới có thể đưa ra được lựa chọn. Mà trong quá trình ch...",9363,57500,32,4.7,461,Trần Phách Hàm,1980 Books,2023-07-07 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,Phiên bản thường,13 x 20.5 cm,Vu Vũ,320,,,,,,,
Một Ngày Của Người Nguyên Thủy,169000,169000,169000,"Dùng lửa nấu cơm, mặc quần áo là những việc có thể thực hiện đơn giản trong cuộc sống của chúng ta hiện nay. Tuy nhiên, tổ tiên của chúng ta đã phải mất rất nhiều thời gian mới học được những điều trê...",8,0,0,0.0,0,Duan Zhang Qu Yi Studio,Thái Hà,,Bìa cứng,,Nhà Xuất Bản Công Thương,,24.5x30 cm,Lê Tùng Dương,176,,,,,,Không,Tiếng Việt
Thảm họa tuyết trắng,129500,185000,185000,"Một con dốc trượt tuyết đã bị cài bom.“Ta có thể kích nổ quả bom bất cứ lúc nào, từ bất cứ đâu.” Ngay trước thềm năm mới, một kẻ bí ẩn đã gửi thư đe dọa đến khu trượt tuyết và tuyên bố rằng hắn đã đặ...",72,55500,30,5.0,7,Higashino Keigo,Nhã Nam,2025-03-13 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,,14 x 20.5 x 2 cm,,364,,,,,,,
"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",114345,189000,189000,"Tuân Tử nói: “Nói năng hợp lý, đó gọi là hiểu biết; im lặng đúng lúc, đó cũng là hiểu biết”. Ngôn ngữ là thứ có thể thể hiện rõ nhất mức độ tu dưỡng của một người, nói năng hợp lý là một loại trí tuệ,...",8916,74655,40,4.8,428,Trương Tiếu Hằng,1980 Books,2022-12-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,"13x20,5cm",Trần Ngọc Lâm,450,,,,,,,
Tiếng gọi chân trời - Nguyễn Ngọc Tư,68000,95000,95000,"Những con người văng mình vào những cuộc đi-về, vào cuộc mất-còn của những chuẩn mực sống, những mối quan hệ ấm lạnh của cuộc đời khi mà giá trị vật chất lên ngôi. Vẫn phong cách quen thuộc: mộc mạc, ...",464,27000,28,5.0,17,Nguyễn Ngọc Tư,NXB Trẻ,2025-03-04 00:00:00,Bìa mềm,,NXB Trẻ,,,,152,,,,,,,
"Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",86400,120000,120000,"Tôi cảm thấy trên đời này có rất nhiều thứ thật lấn cấn.Người ta cho rằng chuyện mở tiệm bán bánh mì phải chấp nhận làm lụng vất vả đầu tắt mặt tối, lấy số lượng bù cho biên lợi nhuận thấp là lẽ thư...",1402,33600,28,4.7,50,Hirata Haruka,Ecoblader,2024-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Kinh Tế TPHCM,,14.5 x 20.5 cm,,168,,,,,,,
Trí Thông Minh Trên Giường,168600,219000,219000,"Để trả giá cho niềm thân mật, chúng ta đánh mất khoái lạc. Ai càng thân thuộc lại càng khiến bạn khó hoang dại. Tình yêu đòi hỏi sự gần gũi, nhưng ham muốn lại cần khoảng cách.Những lý giải của Esthe...",223,50400,23,4.8,28,Esther Perel,1980 Books,2021-05-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Thanh Niên,,13.5 x 20.5 cm,"Nhóm Tâm Lý Học 
Tội Phạm",484,,,,,,,
Combo 2 Cuốn: Truyện Cổ Grim 1 + 2,410000,410000,410000,"Từ lúc ra đời đến nay, tập truyện cổ do hai anh em Jacob và Wilhelm Grimm sưu tầm đã trở thành một trong những áng văn chương được đọc nhiều nhất và có tầm ảnh hưởng rộng rãi nhất trên thế giới. Bất c...",11,0,0,5.0,2,Wilhelm Grimm,Nhã Nam,2021-07-15 00:00:00,Bìa cứng,,Nhà Xuất Bản Hà Nội,,15.5 x 24 cm,Lan Young,892,,,,,,,
Xuân Thu Sử thi Bắc Kỳ,413100,459000,459000,"́ ̛́ - ℎ̂́ ℎ - Đ̂ ̛̛, dù trải qua bao nhiêu năm tháng lịch sử, ta cũng không thể nào quên được một thời kỳ đầy khói lửa. Nhưng lịch sử không phải chỉ có màu đỏ của máu, của lửa, màu đen của khói, của ...",1,45900,10,0.0,0,N/A,Công ty TNHH Quốc Tế Mai Hà,,Bìa cứng,,Nhà Xuất Bản Khoa Học Xã Hội,,,,408,,,,,,,
Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,148700,219000,219000,"Giới thiệu sáchCó câu nói rằng “Để biết được nơi bạn đang đi đến, bạn phải biết rõ nơi bạn đã từng ở”. Muốn có một tương lai chắc chắn, bạn phải hiểu rõ bản thân mình ở hiện tại và cần lập kế hoạch r...",514,70300,32,4.5,19,Morgan Housel,1980 Books,,Bìa mềm,,Nhà Xuất Bản Công Thương,,13x20.5cm,Hoàng Thị Minh Phúc,408,,,,,,Có,
Kinh Dịch (Ngô Tất Tố),183500,193250,193250,"Trong lĩnh vực khảo cứu, dịch thuật, Ngô Tất Tố là người có những công trình nghiêm túc, như bộ Việt Nam văn học, các bộ Hoàng Lê Nhất Thống Chí, Đường Thi, Lão Tử, Mặc Tử, Kinh Dịđều được ông dịch và...",90,9750,5,5.0,6,Ngô Tất Tố,Nhà sách Minh Thắng,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Văn Học,,,,,,,,,,,
Tại sao các quốc gia thất bại,238000,310000,310000,"Sử dụng lịch sử Đông-Tây kim-cổ đã diễn ra trên tất cả các châu lục của trái đất này, hai tác giả lập luận rằng những quốc gia thất bại là những đất nước bị cai trị bởi một nhóm quyền thế tập trung, v...",518,72000,23,5.0,30,Daron Acemoglu - James A. Robinson,NXB Trẻ,2024-11-25 00:00:00,Bìa mềm,,NXB Trẻ,,15.5 x 23,,616,,,,,,Có,
Ông Trăm Tuổi Trèo Qua Cửa Sổ Và Biến Mất (Tái Bản) - 2024,145000,190000,190000,"Vào ngày sinh nhật lần thứ 100 của mình, cụ ông Allan Karlsson đột nhiên trèo qua của sổ ngôi nhà dưỡng lão – Nhà Già – và biến mất. Ở cái tuổi 100 hiếm ai đạt tới thì cụ có thể đi đâu được? Một cuộc ...",20852,45000,24,4.8,1481,Jonas Jonasson,NXB Trẻ,2018-12-01 00:00:00,Bìa mềm,,NXB Trẻ,,13 x 20 cm,,516,,,,,,,
Tư Duy Nhanh Và Chậm (Tái Bản),197000,269000,269000,"Chúng ta thường tự cho rằng con người là sinh vật có lý trí mạnh mẽ, khi quyết định hay đánh giá vấn đề luôn kĩ lưỡng và lý tính. Nhưng sự thật là, dù bạn có cẩn trọng tới mức nào, thì trong cuộc sống...",3108,72000,27,4.7,199,Daniel Kahneman,Alphabooks,2022-12-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,16.0 x 24.0 cm,"Hương Lan, Xuân Thanh",612,,,,,,,
Không Gia Đình (Tái Bản),109000,160000,160000,""" Ngày hôm nay, cái ngày phiêu bạt đầu tiên, đã rất tồi tệ, vậy thì ngày mai sẽ ra sao đây? Tôi đói, tôi khát, và chỉ còn lại ba xu trong túi. Cho dù có ra sức thò tay vào túi mà xoa nắn chúng, th...",994,51000,32,5.0,152,Hector Malot,Huy Hoàng Bookstore,2021-11-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,16 x 24 cm,Như Phong,612,,,,,,,
Nâng Cao Tần Số Năng Lượng Cá Nhân,121500,179000,179000,"Có một điều mà nhiều nhà tâm lý học cũng như nhà khoa học có thể cùng đồng thuận, đó là vạn vật trong Vũ trụ đều được tạo thành từ năng lượng, bao gồm cả bạn. Ngay bây giờ, năng lượng đang di chuyển q...",375,57500,32,5.0,14,Kyle Gray,1980 Books,,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,13 x 19 cm,Ni Nguyễn,336,,,,,,Có,
"Văn Hóa, Tín Ngưỡng Và Thực Hành Tôn Giáo Người Việt",735000,919000,919000,"Trong tác phẩm này, Léopold Cadière đã nghiên cứu văn hóa Việt Nam với các nội dung; Phong tục dân gian tại thung lũng Nguồn Son; Thần Kinh.- Tập 3: Triết lý dân gian người Việt: Vũ trụ quan; Triết l...",224,184000,20,5.0,34,N/A,Công ty TNHH Quốc Tế Mai Hà,2021-02-01 00:00:00,Bìa cứng,,Nhà Xuất Bản Thế Giới,,16 x 24 cm,Đỗ Trinh Huệ,1200,,,,,,,
ĐỈNH CAO ĐẾ QUỐC,272000,389000,389000,PHANBOOK GIỚI THIỆUĐỈNH CAO ĐẾ QUỐCĐà Lạt và sự hưng vong của Đông Dương thuộc PhápBiên khảoTác giả: Eric T. Jennings“Đà Lạt sẽ còn quyến rũ mọi người lâu dài. Dường như nó gieo niềm hoài nhớ cho...,80,117000,30,5.0,13,Trần Văn Thọ,PHANBOOK,2021-12-17 14:42:32,Bìa mềm,,Nhà Xuất Bản Đà Nẵng,,,,588,,,,,,,
Chuyện những người An Nam ở Paris hay sự thật về Đông Dương,112500,125000,125000,"      Mã hàng   8935270702717         Tên Nhà Cung Cấp   Alpha Books       Tác giả   Phan Văn Trường       Người Dịch   Sity Maria Cotika, Huỳnh Mai       NXB   NXB Đà Nẵng    ...",0,12500,10,0.0,0,N/A,Alphabooks,,,,oem,,,,,,,,,,,
"Túi giấy SDstationery A Gentle Pace Of Life 25x30 đựng quà, quần áo, họa tiết xanh trang nhã",26000,26000,26000,"Túi giấy A Gentle Pace Of Life với thiết kế trang nhã, thích hợp dùng làm túi quà sinh nhật, túi quà tặng sự kiện, dùng cho các shop thời trang…Làm từ giấy chất lượng cao cực kỳ dày dặn, kết cấu cứng...",109,0,0,5.0,3,N/A,,,,,,,,,,SDstationery,Việt Nam,Việt Nam,<p>Giấy Kraft 150gsm</p>,Không,,
Đế chế Đông Ấn Anh - William Dalrymple,411000,580000,580000,"ĐẾ CHẾ ĐÔNG ẤN ANH - WILLIAM DALRYMPLE Đế chế Đông Ấn Anh - Một lịch sử của giao thương, quyền lực và sự tham tàn, kể lại câu chuyện lịch sử ấn tượng bậc nhất: bằng cách nào mà Đế chế Mughal - vốn đ...",42,169000,29,5.0,2,William Dalrymple,PHANBOOK,2023-03-30 11:07:45,Bìa mềm,,Nhà Xuất Bản Đà Nẵng,,,,724,,,,,,,
Hiểu Về Bản Chất Con Người - Lý Luận Của Bậc Thầy Tâm Thần Học,72450,105000,105000,"Khi không thể tìm kiếm được hạnh phúc, chúng ta thường có xu hướng tin rằng cuộc sống con người được sắp đặt bởi số phận. Có những người sinh ra đã ở vạch đích; còn cuộc sống chúng ta thì chỉ toàn là ...",1126,32550,31,4.8,67,Alfred Adler,I Love Books,2023-12-30 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,"15,7x24cm",Thước Lâm,216,,,,,,Có,
Tư Duy Ngược,109190,179000,179000,"Trong một thế giới đang có những thay đổi chóng mặt, tư duy đột phá là một kỹ năng tuyệt đối cần thiết. Trong cuốn Tư duy ngược, tác giả Jonah Sachs đã dùng những câu chuyện “người thật việc thật” để ...",1922,69810,39,4.5,68,Jonah Sachs,1980 Books,2023-10-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,,13 x 20.5 cm,Vũ Nhật Thành,386,,,,,,,
World History - Lịch Sử Thế Giới,318500,490000,490000,“LỊCH SỬ THẾ GIỚI”: Toàn bộ lịch sử loài người trong 400 trang sách• Bách khoa toàn thư lịch sử cho mỗi gia đình• Hiểu quá khứ để nhìn hiện tại tỏ tường và cởi mở hơn“Lịch sử thế giới” như một b...,899,171500,35,5.0,87,Philip Parker,Zenbooks,2023-08-01 00:00:00,Bìa cứng,,Nhà Xuất Bản Dân Trí,Phiên bản thường,5 x 19.5 x 23.5 cm,Lê Thị Hương Ly,416,,,,,,,
Hai số phận (bìa cứng),163000,235000,235000,"Hai số phận” không chỉ đơn thuần là một cuốn tiểu thuyết, đây có thể xem là ""thánh kinh"" cho những người đọc và suy ngẫm, những ai không dễ dãi, không chấp nhận lối mòn.“Hai số phận” làm rung động mọ...",2320,72000,31,5.0,307,Jeffrey Archer,Huy Hoàng Bookstore,2023-03-14 00:00:00,Bìa cứng,,Nhà Xuất Bản Văn Học,Phiên bản thường,13.5 x 20.5 cm,Nguyễn Việt Hải,768,,,,,,,
Combo Sách Giáo Trình Chuẩn HSK 2 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn),293300,386000,386000,"Combo Sách Giáo Trình Chuẩn HSK 2 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn) - (Tái Bản)Được chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:Kết hợp thi cử v...",533,92700,24,5.0,41,Khương Lệ Bình,Cty Nhân Trí Việt,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Tổng hợp TP.HCM,,,,,,,,,,,
Giận - Thích Nhất Hạnh,106000,135000,135000,"Giận là một cuốn sách hay của Thiền sư Thích Nhất Hạnh, nó mở ra cho ta những khả năng kỳ diệu, nhưng lại rất dễ thực hành để ta tự mình từng bước thoát khỏi cơn giận và sống đẹp với xã hội quanh mình...",3898,29000,21,5.0,209,Thích Nhất Hạnh,Phương Nam Book,2023-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,14 x 20.5 cm,Chân Đạt,248,,,,,,,
30 Tuổi - Mọi Thứ Chỉ Mới Bắt Đầu,87750,135000,135000,"30 TUỔI - MỌI THỨ CHỈ MỚI BẮT ĐẦU “Bởi vì, ba mươi tuổi mọi thứ chỉ mới bắt đầu. Đừng sợ đau khổ. Tất cả những khổ đau phải trải qua ở tuổi đôi mươi đều là món quà của cuộc sống.”Những khởi đầu ở tu...",1963,47250,35,4.8,111,Lý Thượng Long,Saigon Books,2023-02-02 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,Phiên bản thường,14 x 20.5 cm,Nguyễn Thị Kim Phượng,332,,,,,,,
Sổ Tay 1980books,35280,49000,49000,"GIỚI THIỆU SỔ Sổ tay xé 2022 là dòng sổ đặc trưng do 1980 Books sản xuất, để gửi tặng đến quý độc giả thân yêu đã và đang ủng hộ chúng mình. Sản phẩm được thiết kế với những gam màu rực rỡ cùng hình...",736,13720,28,0.0,0,N/A,1980 Books,,,,Nhà Xuất Bản Thanh Niên,,,,,,,,,,,
The One Thing - Điều Ý Nghĩa Nhất (Tái Bản 2022),87100,119000,119000,"Bạn muốn ít sự sao nhãng. Bạn muốn ít sự lựa chọn. Hàng ngày, bạn phải trả lời cả đống thư điện tử, tin nhắn qua điện thoại, tin nhắn trên internet khiến bạn sao nhãng và ức chế tâm lý nặng nề. Bạn lu...",2214,31900,27,4.8,99,Jay Papasan Gary Keller,Alphabooks,2022-08-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,13x20.5 cm,Tuấn Trương,260,,,,,,,
Khéo Ăn Nói Sẽ Có Được Thiên Hạ,90000,130000,130000,"Trong xã hội thông tin hiện đại, sự im lặng không còn là vàng nữa, nếu không biết cách giao tiếp thì dù là vàng cũng sẽ bị chôn vùi. Trong cuộc đời một con người, từ xin việc đến thăng tiến, từ tình y...",3935,40000,31,4.8,136,Trác Nhã,Minh Long,2022-08-08 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,15x21x2.5 cm,Cuốn,404,,,,,,,
Học Cách Học (Tái bản),116000,159000,159000,Cách cho tâm trí lang thang để kích hoạt chế độ tập trung học tập; Cách ra khỏi “tư duy lối mòn” để tư duy bứt phá; Cách để biến một trí nhớ kém trở thành lợi thế tư duy; Cách đơn giản nhưng đầy hi...,523,43000,27,5.0,35,Nhiều tác giả,Alphabooks,2022-07-07 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,16x24cm,Liên Hương,280,,,,,,,
